Transaction_ID,Transaction_Amount,Merchant_Category,Device_Type,Location_Region,Login_Attempts,Is_International,Customer_Age,Account_Age_Days,Is_Fraud
TXN19176,666.477697782573,Travel,Mobile-iOS,Africa,2,0,52,109,0
TXN19177,324.30202344263256,Electronics,Mobile-Android,South America,2,0,44,159,0
TXN19178,279.7488051589166,Dining,Mobile-iOS,Africa,0,0,43,1716,0
TXN19179,24.01999780564004,Grocery,Mobile-Android,Africa,1,0,22,1308,0
TXN19180,81.00424118061824,Fashion,Mobile-Android,Europe,0,0,63,2989,0
TXN19181,115.38312785949647,Electronics,Mobile-Android,Europe,0,0,63,1600,0
TXN19182,364.24115931535323,Electronics,Tablet,South America,0,0,75,3636,0
TXN19183,3.032754814073994,Grocery,Desktop,Africa,2,0,79,668,0
TXN19184,207.25404150436097,Fashion,Mobile-Android,South America,0,0,48,2609,0
TXN19185,66.80177930078379,Dining,Tablet,North America,0,0,48,1025,0
TXN19186,91.02881031588802,Fashion,Tablet,South America,1,0,69,281,0
TXN19187,502.54652705944807,Grocery,Mobile-iOS,North America,1,0,20,3169,0
TXN19188,39.101454911751034,Electronics,Mobile-iOS,South America,2,1,70,1306,0
TXN19189,248.51002767099342,Travel,Mobile-Android,Africa,0,0,43,932,0
TXN19190,48.354233941580155,Travel,Mobile-Android,Europe,1,0,31,387,0
TXN19191,29.924822907744797,Dining,Mobile-Android,Africa,0,0,45,3465,0
TXN19192,146.36843394105327,Travel,Tablet,South America,0,0,42,3510,0
TXN19193,386.1110614462715,Travel,Tablet,North America,0,0,45,1184,0
TXN19194,107.2048622719705,Travel,Mobile-iOS,Europe,2,0,41,1498,0
TXN19195,28.681398413261217,Electronics,Desktop,South America,1,0,68,1390,1
TXN19196,328.27212216754293,Grocery,Tablet,South America,0,1,35,1036,0
TXN19197,72.81133933299645,Gaming,Desktop,South America,1,0,75,201,0
TXN19198,286.6269211311897,Grocery,Mobile-iOS,Africa,1,0,44,557,0
TXN19199,394.3880513248362,Fashion,Mobile-Android,North America,2,0,33,839,0
TXN19200,323.69109138374534,Gaming,Tablet,South America,0,0,47,2125,0
TXN19201,64.08416202317572,Grocery,Desktop,South America,0,0,26,125,0
TXN19202,63.94234303183723,Gaming,Tablet,South America,1,0,73,2890,0
TXN19203,174.84361897639604,Fashion,Desktop,Africa,0,0,46,1520,0
TXN19204,611.1131377812759,Gaming,Mobile-Android,Africa,0,1,57,1662,0
TXN19205,78.4660711106411,Fashion,Mobile-iOS,South America,0,0,55,298,0
TXN19206,27.102836292257404,Travel,Desktop,Asia,0,0,75,3025,0
TXN19207,8.31297910062123,Electronics,Mobile-iOS,North America,0,1,55,1491,0
TXN19208,416.52413641905684,Grocery,Mobile-Android,Asia,0,0,36,2493,0
TXN19209,341.36789077181277,Electronics,Mobile-Android,North America,2,0,47,2380,0
TXN19210,409.7451995460309,Gaming,Mobile-Android,Africa,0,0,62,252,0
TXN19211,205.84684439880633,Dining,Tablet,North America,0,0,35,1054,0
TXN19212,164.15540467665636,Dining,Mobile-iOS,Europe,0,0,30,63,0
TXN19213,482.5386149072044,Dining,Desktop,Asia,1,0,51,1328,0
TXN19214,33.883118015788675,Grocery,Desktop,Europe,1,0,73,521,0
TXN19215,9.559964974698737,Travel,Mobile-Android,North America,0,1,39,3064,0
TXN19216,100.60468615480929,Dining,Tablet,South America,0,0,32,3535,0
TXN19217,120.8708863370377,Fashion,Mobile-Android,North America,1,0,72,2200,0
TXN19218,99.03989627253372,Travel,Mobile-Android,South America,0,0,28,2425,0
TXN19219,32.16221175378947,Travel,Mobile-Android,South America,0,0,43,2400,0
TXN19220,227.84974914046816,Travel,Mobile-iOS,Europe,1,0,46,3624,0
TXN19221,152.49178650444173,Dining,Mobile-iOS,Asia,1,0,45,231,0
TXN19222,57.78109228279772,Electronics,Mobile-iOS,Africa,2,0,58,3538,0
TXN19223,203.65865752501148,Grocery,Mobile-Android,Europe,2,1,60,2467,0
TXN19224,39.552318145989304,Electronics,Tablet,Asia,1,0,27,2086,0
TXN19225,286.87079802890025,Electronics,Mobile-Android,Europe,1,0,30,689,0
TXN19226,84.94207204419502,Grocery,Mobile-iOS,Asia,0,0,52,618,0
TXN19227,32.91342598025378,Grocery,Tablet,Asia,0,0,71,3002,0
TXN19228,100.6519910602756,Grocery,Tablet,Africa,3,0,68,1540,0
TXN19229,441.8647181347339,Electronics,Desktop,North America,0,0,54,2004,0
TXN19230,241.65529836962034,Grocery,Desktop,North America,0,0,75,3237,0
TXN19231,8.59942186623503,Gaming,Mobile-iOS,Asia,1,0,28,619,0
TXN19232,112.96624259046233,Travel,Desktop,North America,0,1,28,3374,0
TXN19233,558.8207961257722,Gaming,Mobile-Android,Europe,2,0,25,2994,0
TXN19234,152.576820462743,Electronics,Desktop,North America,0,0,79,905,0
TXN19235,6.858455832763114,Travel,Tablet,Africa,0,0,33,1362,0
TXN19236,135.58620474540498,Dining,Mobile-Android,North America,3,0,71,3495,0
TXN19237,268.1340452470181,Electronics,Tablet,Africa,1,0,61,1751,0
TXN19238,228.96035539872358,Fashion,Mobile-iOS,Europe,0,0,61,485,0
TXN19239,207.19933068754966,Grocery,Mobile-Android,Asia,1,0,74,977,0
TXN19240,370.3197058504879,Fashion,Tablet,Europe,1,0,53,3094,0
TXN19241,24.655965532120025,Travel,Mobile-Android,Europe,0,0,37,1106,1
TXN19242,158.09440987932356,Travel,Desktop,North America,0,0,53,3246,0
TXN19243,307.16314290705304,Electronics,Tablet,North America,0,0,64,2088,0
TXN19244,208.5480350389985,Grocery,Mobile-iOS,North America,0,0,67,377,0
TXN19245,394.7073590009938,Gaming,Tablet,Africa,0,0,63,2887,0
TXN19246,93.54689339722874,Dining,Mobile-Android,Europe,0,0,75,876,0
TXN19247,50.223101810001324,Grocery,Desktop,Asia,0,0,43,1922,0
TXN19248,244.30419550250306,Gaming,Tablet,Africa,0,0,75,1071,0
TXN19249,120.38955163203278,Electronics,Desktop,Europe,0,0,48,685,0
TXN19250,70.53303616357607,Fashion,Tablet,South America,0,0,54,37,0
TXN19251,66.82957059667028,Fashion,Mobile-iOS,Asia,0,0,44,1537,0
TXN19252,314.9909200219049,Electronics,Tablet,Africa,0,0,41,362,0
TXN19253,328.53055862269713,Grocery,Tablet,Europe,1,1,32,2130,0
TXN19254,29.679847079832495,Travel,Mobile-Android,Asia,0,0,59,665,0
TXN19255,136.23197216939704,Travel,Desktop,North America,0,0,49,2369,0
TXN19256,143.07948619565,Gaming,Tablet,North America,0,0,24,372,0
TXN19257,129.9716838526991,Fashion,Tablet,Africa,0,0,70,2574,0
TXN19258,323.1166293358132,Grocery,Desktop,Africa,0,0,57,787,0
TXN19259,31.892043199780773,Electronics,Mobile-iOS,Africa,0,0,74,492,0
TXN19260,13.523421623657736,Gaming,Mobile-iOS,South America,2,0,34,1005,0
TXN19261,24.286170697271498,Electronics,Tablet,South America,1,0,74,1087,0
TXN19262,670.4553655139739,Gaming,Mobile-Android,Europe,2,0,59,1869,0
TXN19263,1020.8334445649584,Electronics,Desktop,Asia,1,0,43,3231,0
TXN19264,45.092579809802075,Electronics,Mobile-Android,North America,1,0,26,2524,0
TXN19265,78.24249611819764,Gaming,Desktop,Europe,0,0,57,3007,0
TXN19266,308.57256150865106,Grocery,Mobile-Android,South America,1,0,56,521,0
TXN19267,93.06955646048553,Dining,Desktop,Asia,0,1,26,1811,0
TXN19268,182.21090767988824,Travel,Tablet,North America,0,0,22,910,0
TXN19269,151.21497976711225,Electronics,Tablet,South America,1,0,61,3041,0
TXN19270,79.44627298546818,Fashion,Mobile-Android,Europe,0,0,46,3271,0
TXN19271,30.28429962632309,Dining,Mobile-Android,North America,1,0,56,129,0
TXN19272,462.1184339336291,Gaming,Desktop,Asia,0,0,38,3134,0
TXN19273,131.58360655949429,Fashion,Tablet,Europe,1,0,51,2630,0
TXN19274,277.1743278745571,Grocery,Tablet,North America,1,0,26,1954,0
TXN19275,9.199411247243466,Fashion,Desktop,Africa,0,1,20,1369,0
TXN19276,58.56568692731005,Electronics,Mobile-Android,North America,0,0,42,953,0
TXN19277,738.3954907966261,Gaming,Mobile-iOS,North America,1,0,59,841,0
TXN19278,85.50038419301625,Travel,Mobile-Android,North America,0,0,42,2932,0
TXN19279,243.75778350631668,Fashion,Desktop,South America,1,0,20,2902,0
TXN19280,15.42204856326328,Electronics,Mobile-iOS,Africa,0,0,51,2158,0
TXN19281,124.48303104043426,Fashion,Tablet,South America,1,0,46,1467,0
TXN19282,262.61869672007117,Travel,Mobile-Android,South America,1,0,45,118,0
TXN19283,54.97383459178157,Gaming,Tablet,South America,0,0,74,2174,0
TXN19284,721.8698652341076,Gaming,Desktop,North America,0,0,76,1951,1
TXN19285,117.66377839423583,Travel,Desktop,Africa,2,0,79,1370,0
TXN19286,227.21537973516854,Gaming,Mobile-Android,North America,1,1,21,573,0
TXN19287,288.8738596698686,Dining,Tablet,North America,0,0,75,926,0
TXN19288,166.3859280595332,Grocery,Desktop,South America,0,0,18,2702,0
TXN19289,194.35870183182848,Fashion,Desktop,Europe,0,0,28,764,0
TXN19290,387.5078268356028,Grocery,Tablet,Asia,1,0,71,1242,0
TXN19291,14.676687567969127,Dining,Tablet,Asia,0,0,70,2707,0
TXN19292,11.085721671662103,Grocery,Desktop,Africa,0,0,48,1014,0
TXN19293,202.23760467965266,Electronics,Mobile-Android,Europe,2,0,66,3222,0
TXN19294,465.0210513536504,Travel,Mobile-Android,Africa,1,0,19,1006,0
TXN19295,182.60708742767463,Dining,Mobile-Android,South America,1,0,65,1733,0
TXN19296,339.3003107837101,Travel,Mobile-Android,Asia,2,1,31,791,0
TXN19297,453.2591928983368,Gaming,Mobile-iOS,Asia,2,0,45,2464,0
TXN19298,2.157959986998839,Electronics,Desktop,Europe,0,0,63,121,0
TXN19299,62.39952249934133,Dining,Mobile-iOS,South America,0,1,33,2211,0
TXN19300,27.99932141378224,Dining,Mobile-iOS,North America,1,0,68,1913,0
TXN19301,183.66763619858065,Fashion,Mobile-Android,Africa,0,0,18,2401,0
TXN19302,27.329267325359897,Grocery,Mobile-iOS,Asia,0,0,32,306,0
TXN19303,89.77534435110431,Dining,Mobile-Android,North America,0,0,20,2262,0
TXN19304,165.76570345365798,Dining,Desktop,South America,2,0,79,2984,0
TXN19305,200.03099882086127,Electronics,Tablet,North America,1,0,23,3170,0
TXN19306,122.55600318713546,Gaming,Desktop,North America,1,0,39,3596,0
TXN19307,32.59889468275943,Gaming,Mobile-Android,South America,0,0,38,1234,0
TXN19308,234.291215460108,Gaming,Desktop,Asia,0,0,49,1647,0
TXN19309,413.72746200667933,Grocery,Tablet,Africa,0,0,36,3534,0
TXN19310,103.29908462087789,Fashion,Desktop,Africa,0,0,18,2915,0
TXN19311,134.89567439458403,Fashion,Mobile-Android,South America,0,0,66,3078,0
TXN19312,88.69422841478077,Travel,Tablet,North America,0,1,53,1845,0
TXN19313,255.68329077261237,Electronics,Mobile-Android,Asia,1,0,20,117,0
TXN19314,4.861871022959482,Electronics,Mobile-iOS,South America,0,0,55,1075,0
TXN19315,66.44441317373757,Gaming,Desktop,Asia,0,0,31,357,0
TXN19316,232.41943159803026,Electronics,Mobile-Android,North America,0,1,64,403,0
TXN19317,248.08697317817598,Travel,Mobile-Android,South America,0,0,42,376,0
TXN19318,65.57820546292753,Fashion,Mobile-Android,Africa,1,0,60,1882,0
TXN19319,701.7478051009774,Grocery,Mobile-Android,South America,1,0,40,1519,0
TXN19320,67.40545198352457,Gaming,Mobile-Android,Africa,0,0,48,1064,0
TXN19321,15.830049052282448,Grocery,Mobile-iOS,Asia,1,0,45,2811,0
TXN19322,14.981665776414793,Dining,Desktop,Europe,0,0,69,2038,0
TXN19323,264.7092503293677,Fashion,Mobile-Android,Europe,1,0,46,3277,0
TXN19324,8.912344592777043,Gaming,Desktop,North America,1,1,77,1161,0
TXN19325,76.14534277367213,Gaming,Desktop,Europe,0,0,23,3058,0
TXN19326,176.66694649237687,Travel,Desktop,Africa,0,0,41,416,0
TXN19327,217.98292106285805,Travel,Mobile-iOS,Asia,0,0,51,2926,0
TXN19328,75.32268933296933,Grocery,Desktop,South America,1,0,48,2950,0
TXN19329,76.11602591978094,Fashion,Mobile-iOS,Europe,1,0,73,81,0
TXN19330,405.92611234199325,Electronics,Desktop,South America,0,0,40,3220,0
TXN19331,240.50857570098617,Electronics,Desktop,South America,1,0,37,1351,0
TXN19332,90.68909784618933,Fashion,Tablet,South America,1,0,49,491,0
TXN19333,134.91522164912251,Dining,Mobile-Android,Africa,1,1,44,3468,0
TXN19334,97.4896056656527,Electronics,Mobile-iOS,Asia,0,0,44,504,0
TXN19335,197.75199225050244,Fashion,Mobile-iOS,Africa,0,0,50,408,0
TXN19336,9.022498264319747,Gaming,Mobile-Android,South America,2,0,40,194,0
TXN19337,151.67115004540008,Gaming,Tablet,South America,0,0,54,167,0
TXN19338,50.68536858899062,Travel,Mobile-Android,North America,0,0,41,3336,0
TXN19339,83.18851055210726,Electronics,Tablet,South America,0,0,18,2731,0
TXN19340,252.42624696139785,Travel,Mobile-Android,Africa,0,0,67,243,0
TXN19341,53.90395396266477,Grocery,Mobile-iOS,South America,0,0,65,1601,0
TXN19342,143.35485995470788,Gaming,Mobile-Android,North America,1,0,21,1827,0
TXN19343,244.21625229411808,Dining,Desktop,North America,0,0,79,328,0
TXN19344,48.86138116069372,Grocery,Desktop,South America,0,0,58,1645,0
TXN19345,10.485365837708914,Travel,Mobile-iOS,Africa,0,0,22,2518,0
TXN19346,424.55799660949197,Dining,Mobile-Android,Asia,0,0,27,1003,0
TXN19347,259.5409026934338,Dining,Mobile-Android,Africa,0,0,68,1944,0
TXN19348,70.89919881573229,Dining,Desktop,South America,1,0,39,577,0
TXN19349,367.4626827110872,Travel,Desktop,Europe,0,0,30,1643,0
TXN19350,106.46616906579145,Gaming,Desktop,North America,1,0,18,1392,0
TXN19351,446.6614117047455,Fashion,Desktop,Africa,0,1,57,446,0
TXN19352,119.89073457697113,Grocery,Desktop,Asia,0,0,60,680,0
TXN19353,135.89627991717256,Grocery,Mobile-Android,North America,0,0,61,1362,0
TXN19354,49.59206013169983,Dining,Desktop,South America,1,0,55,2887,0
TXN19355,133.3585949395722,Fashion,Desktop,South America,0,0,59,2770,0
TXN19356,316.2829890782914,Gaming,Mobile-Android,Africa,3,0,35,1299,0
TXN19357,397.7291510812341,Dining,Mobile-Android,South America,0,0,58,589,0
TXN19358,136.30541079176353,Electronics,Tablet,Europe,1,0,35,1007,0
TXN19359,35.11154216164324,Travel,Desktop,Asia,1,0,49,2800,0
TXN19360,27.285380453840535,Gaming,Mobile-Android,South America,1,0,62,2603,0
TXN19361,54.23724307579408,Electronics,Tablet,South America,1,0,27,3297,0
TXN19362,272.7484462909764,Travel,Mobile-Android,Africa,0,0,76,2797,0
TXN19363,419.9255136835662,Electronics,Desktop,Africa,0,0,40,1053,0
TXN19364,697.7149629766446,Electronics,Mobile-Android,Africa,1,1,59,1497,1
TXN19365,28.897596169842515,Travel,Tablet,North America,1,0,38,2652,0
TXN19366,69.11031422443858,Gaming,Tablet,Europe,1,0,57,3089,0
TXN19367,112.03429529631912,Travel,Mobile-Android,North America,0,1,49,44,0
TXN19368,54.856890701771086,Electronics,Desktop,Asia,1,0,18,2467,0
TXN19369,193.37776492333825,Grocery,Mobile-Android,Europe,0,1,70,3564,0
TXN19370,119.61103637780009,Travel,Desktop,Asia,1,0,21,1876,0
TXN19371,10.23075151984982,Fashion,Tablet,North America,3,0,66,2542,0
TXN19372,265.4313742961818,Grocery,Mobile-iOS,South America,1,0,45,1959,0
TXN19373,399.63845357783384,Grocery,Desktop,North America,0,0,51,2822,0
TXN19374,367.1323177050854,Electronics,Desktop,Europe,0,0,52,1964,0
TXN19375,45.905845494892525,Gaming,Mobile-Android,Asia,0,0,19,1262,0
TXN19376,258.50224219188465,Electronics,Mobile-iOS,Asia,0,0,53,3180,0
TXN19377,148.80710770746387,Grocery,Mobile-Android,South America,0,0,20,590,0
TXN19378,25.443134988191318,Dining,Mobile-iOS,South America,0,0,22,3063,0
TXN19379,330.4540793627026,Gaming,Tablet,Asia,0,1,43,3179,0
TXN19380,118.85320186629487,Travel,Desktop,Africa,0,0,27,461,0
TXN19381,44.104966531538395,Gaming,Mobile-Android,North America,1,0,35,64,0
TXN19382,92.36007165585478,Grocery,Desktop,Europe,0,1,18,509,0
TXN19383,110.41332440223624,Electronics,Desktop,North America,1,0,21,1500,0
TXN19384,565.6171125115815,Gaming,Tablet,South America,1,0,57,1820,0
TXN19385,469.7987762531833,Grocery,Mobile-Android,Europe,0,0,68,1138,0
TXN19386,273.0318012423594,Dining,Tablet,North America,0,0,53,1383,0
TXN19387,63.366757081141856,Electronics,Mobile-iOS,Europe,0,0,74,303,0
TXN19388,457.43539079775826,Gaming,Mobile-iOS,South America,1,0,63,3630,0
TXN19389,2.8930497023007256,Grocery,Tablet,South America,0,0,23,503,0
TXN19390,123.6276401071595,Travel,Mobile-iOS,Asia,0,0,30,1731,0
TXN19391,444.9516956054869,Travel,Tablet,Africa,1,0,50,2654,0
TXN19392,82.09830256477692,Gaming,Mobile-Android,South America,0,0,28,3275,0
TXN19393,42.76438509375347,Dining,Desktop,North America,1,0,39,1778,0
TXN19394,172.96664411593054,Grocery,Mobile-Android,Europe,1,0,38,1955,0
TXN19395,58.40470830364415,Travel,Desktop,Africa,2,0,30,1850,0
TXN19396,53.0343064448066,Grocery,Tablet,Europe,1,0,27,2105,0
TXN19397,342.96812753289754,Gaming,Mobile-Android,South America,0,0,27,1843,0
TXN19398,49.399766338555196,Electronics,Mobile-iOS,Africa,0,0,45,1737,0
TXN19399,23.49836129889037,Grocery,Mobile-Android,North America,0,0,78,400,0
TXN19400,199.62489702966857,Gaming,Mobile-iOS,Africa,0,0,45,744,0
TXN19401,25.047315224720666,Dining,Mobile-iOS,South America,3,0,53,1553,0
TXN19402,85.69958300173245,Travel,Tablet,Europe,0,0,52,2969,0
TXN19403,51.57696726368678,Travel,Mobile-iOS,South America,1,0,70,1338,0
TXN19404,72.74229503106162,Travel,Mobile-Android,Asia,0,0,40,1766,0
TXN19405,308.6750989967218,Grocery,Tablet,North America,0,0,70,1331,0
TXN19406,379.79852631890606,Electronics,Mobile-Android,South America,1,0,41,802,0
TXN19407,208.2222723855579,Fashion,Mobile-Android,Africa,3,0,38,2380,0
TXN19408,10.667973517586299,Gaming,Mobile-iOS,Asia,0,0,74,696,0
TXN19409,38.5461304681166,Electronics,Desktop,Europe,0,0,41,2903,0
TXN19410,327.09453396678526,Grocery,Tablet,South America,1,1,34,2223,0
TXN19411,250.65948968539914,Travel,Mobile-iOS,Africa,0,0,20,3645,0
TXN19412,419.1770267168279,Grocery,Desktop,North America,2,0,20,846,0
TXN19413,180.19681343690425,Fashion,Mobile-iOS,Asia,1,0,27,928,0
TXN19414,34.99072867441973,Electronics,Mobile-iOS,Europe,0,1,71,1836,1
TXN19415,133.36552122728443,Grocery,Desktop,Asia,0,0,77,2391,0
TXN19416,13.626350681986471,Travel,Mobile-Android,North America,0,0,64,7,0
TXN19417,67.55861750996527,Electronics,Desktop,Europe,1,0,62,1924,0
TXN19418,162.73594987211547,Electronics,Desktop,Africa,0,0,52,1622,0
TXN19419,59.0595393108534,Electronics,Tablet,Europe,1,1,20,3556,0
TXN19420,61.43989908552302,Grocery,Mobile-iOS,South America,1,0,26,1464,0
TXN19421,198.23701491124456,Grocery,Desktop,Europe,0,0,46,2475,0
TXN19422,91.84266807637756,Dining,Mobile-iOS,Asia,1,0,68,2145,0
TXN19423,35.08519342945407,Electronics,Mobile-Android,North America,1,0,60,31,0
TXN19424,595.9729940883915,Fashion,Desktop,North America,0,1,29,3447,1
TXN19425,344.24864507652563,Travel,Mobile-Android,Asia,0,0,45,473,0
TXN19426,309.97019314113174,Electronics,Mobile-iOS,Europe,2,0,66,1936,0
TXN19427,87.69855173687307,Gaming,Mobile-Android,South America,0,0,33,3642,0
TXN19428,241.60647975130854,Travel,Tablet,Europe,0,0,68,288,0
TXN19429,19.299937965763178,Grocery,Mobile-iOS,South America,1,0,21,2827,0
TXN19430,100.8383806926187,Gaming,Mobile-Android,Asia,0,0,47,2427,0
TXN19431,40.31628838570649,Travel,Mobile-Android,South America,0,1,26,2874,0
TXN19432,32.75250966053346,Gaming,Desktop,Asia,0,1,34,2570,0
TXN19433,235.4250989005527,Electronics,Mobile-iOS,South America,0,0,50,329,0
TXN19434,144.2906244406393,Electronics,Tablet,Asia,0,0,62,329,0
TXN19435,103.51060495131806,Travel,Tablet,Europe,2,0,56,1942,0
TXN19436,402.1060532203664,Dining,Tablet,South America,1,0,70,1356,0
TXN19437,241.87295481963355,Travel,Mobile-Android,Europe,2,0,41,2247,0
TXN19438,73.81217861587636,Electronics,Mobile-iOS,North America,0,0,29,3255,0
TXN19439,259.296315653139,Dining,Tablet,Europe,1,1,79,1143,0
TXN19440,98.79795437235865,Gaming,Tablet,Asia,1,0,24,2346,0
TXN19441,116.39222791767163,Dining,Tablet,North America,0,0,74,3416,0
TXN19442,78.24240303106413,Fashion,Desktop,Asia,1,0,58,3398,0
TXN19443,568.6208971862627,Grocery,Desktop,North America,0,0,33,788,0
TXN19444,266.6433759374389,Travel,Mobile-Android,Europe,1,0,76,3071,0
TXN19445,116.07881811984649,Electronics,Mobile-Android,North America,0,0,73,1659,0
TXN19446,45.66365862190163,Gaming,Mobile-iOS,Europe,0,0,49,1359,0
TXN19447,21.486907981398648,Gaming,Tablet,South America,2,0,40,2745,0
TXN19448,318.3371790139188,Dining,Desktop,Asia,2,0,18,3087,0
TXN19449,38.65629197887665,Fashion,Tablet,North America,0,1,77,231,0
TXN19450,325.2934031209864,Fashion,Mobile-Android,South America,1,0,47,2253,0
TXN19451,57.47064503369717,Gaming,Desktop,North America,1,0,43,1280,0
TXN19452,105.00125869586527,Dining,Desktop,North America,2,0,43,3556,0
TXN19453,276.10531865812476,Dining,Tablet,Africa,0,1,56,2329,0
TXN19454,96.44990454581058,Gaming,Mobile-Android,Europe,0,0,62,3443,0
TXN19455,167.12977007012773,Dining,Tablet,Africa,1,0,22,1632,0
TXN19456,35.08011236027658,Dining,Mobile-Android,Africa,0,0,42,2971,0
TXN19457,28.94282300112406,Grocery,Mobile-Android,Asia,0,1,58,2591,0
TXN19458,501.25359273590755,Grocery,Mobile-Android,South America,1,0,25,1733,0
TXN19459,122.46750833429722,Travel,Tablet,South America,1,0,23,1833,0
TXN19460,152.52038819059675,Electronics,Mobile-Android,Africa,0,0,52,1546,0
TXN19461,159.9311187491665,Travel,Mobile-iOS,Africa,1,1,75,3177,0
TXN19462,131.21535677017303,Electronics,Mobile-iOS,Europe,0,0,19,3649,0
TXN19463,507.17680604291377,Electronics,Mobile-iOS,Asia,0,0,26,3434,0
TXN19464,41.045238347308285,Fashion,Desktop,South America,0,0,26,2704,0
TXN19465,595.7988429767466,Grocery,Mobile-Android,Europe,1,0,63,2549,0
TXN19466,152.0713355129846,Grocery,Tablet,South America,0,0,62,975,0
TXN19467,12.67475234166238,Electronics,Tablet,Asia,3,0,54,2192,0
TXN19468,28.285905794296813,Travel,Tablet,Africa,1,0,78,3348,0
TXN19469,79.20396010675788,Electronics,Desktop,South America,0,0,31,1238,0
TXN19470,345.79861115675965,Fashion,Tablet,Africa,0,0,45,542,0
TXN19471,165.80617497020495,Gaming,Tablet,South America,1,0,54,1296,0
TXN19472,221.51943631078348,Gaming,Tablet,Europe,0,0,25,3625,0
TXN19473,87.49609292156076,Electronics,Mobile-Android,North America,0,0,39,283,0
TXN19474,760.7419592502484,Travel,Tablet,Africa,0,0,31,610,0
TXN19475,262.02489453162923,Fashion,Mobile-iOS,North America,0,0,37,1103,0
TXN19476,186.1411111206444,Grocery,Tablet,South America,0,0,70,3505,0
TXN19477,145.40731992028307,Grocery,Tablet,Asia,0,0,47,3013,0
TXN19478,317.2729679604059,Fashion,Tablet,North America,0,0,72,1993,0
TXN19479,80.17091067706707,Fashion,Desktop,Africa,1,0,64,1405,0
TXN19480,83.4154710014025,Dining,Mobile-iOS,South America,0,0,48,2532,0
TXN19481,60.22989262967455,Travel,Mobile-Android,South America,1,1,18,2308,0
TXN19482,2.290749661482591,Electronics,Desktop,Africa,1,0,57,1129,0
TXN19483,0.133854445703335,Fashion,Mobile-Android,South America,0,0,28,1621,0
TXN19484,641.4252359248871,Fashion,Mobile-iOS,Africa,1,0,75,1865,0
TXN19485,232.30332305321625,Travel,Mobile-iOS,Europe,2,0,70,325,0
TXN19486,22.2579946349378,Electronics,Mobile-Android,Europe,0,0,67,3308,0
TXN19487,354.24762018785697,Fashion,Mobile-Android,Europe,1,0,60,2754,0
TXN19488,53.81164138359341,Dining,Mobile-Android,South America,0,0,46,1364,0
TXN19489,212.13550142025892,Electronics,Tablet,Asia,0,0,77,1040,0
TXN19490,30.046746296884074,Fashion,Mobile-iOS,North America,0,0,74,2456,0
TXN19491,42.49220298829046,Fashion,Desktop,Africa,0,0,61,1167,0
TXN19492,33.49317157014543,Grocery,Mobile-Android,Asia,1,0,24,1487,0
TXN19493,597.659387335442,Electronics,Tablet,Africa,1,0,32,2150,0
TXN19494,40.08114719616277,Electronics,Desktop,Asia,0,0,18,1710,0
TXN19495,467.06666631756553,Fashion,Tablet,Africa,0,0,54,1596,0
TXN19496,525.3316571003202,Gaming,Mobile-Android,South America,0,0,69,1145,0
TXN19497,116.0631946863442,Electronics,Desktop,Africa,0,0,47,1027,0
TXN19498,100.06864771467909,Travel,Desktop,North America,0,0,57,1725,0
TXN19499,187.99923020149342,Grocery,Mobile-Android,Asia,0,0,44,551,0
TXN19500,281.460479169497,Dining,Desktop,Europe,0,0,41,618,1
TXN19501,4.618545831857692,Gaming,Tablet,South America,0,0,31,2866,0
TXN19502,53.697936481040045,Grocery,Desktop,North America,0,0,53,1243,0
TXN19503,465.6580408532657,Fashion,Desktop,North America,1,0,75,3423,0
TXN19504,548.5563457222321,Gaming,Mobile-iOS,North America,1,0,53,2028,1
TXN19505,186.65100563991035,Dining,Desktop,Europe,0,0,63,1694,0
TXN19506,69.45150387688648,Grocery,Mobile-iOS,Europe,0,0,19,2581,0
TXN19507,163.48941707506825,Dining,Desktop,Europe,0,0,27,2856,0
TXN19508,168.171687034369,Grocery,Mobile-iOS,South America,1,0,40,3393,0
TXN19509,432.48535023307653,Gaming,Mobile-iOS,South America,0,0,57,2953,0
TXN19510,281.0148175710118,Travel,Mobile-Android,Europe,1,0,67,2850,0
TXN19511,48.82440303155271,Dining,Desktop,Europe,0,0,56,2013,0
TXN19512,90.49211310306248,Dining,Desktop,South America,0,0,24,248,0
TXN19513,138.82933725240278,Electronics,Mobile-iOS,Europe,1,0,29,1573,0
TXN19514,293.07110563902387,Gaming,Mobile-Android,Europe,1,0,38,668,0
TXN19515,159.4383753615715,Dining,Mobile-Android,Europe,2,0,18,3009,0
TXN19516,18.359606965552654,Electronics,Mobile-iOS,Asia,0,0,62,51,0
TXN19517,138.82289129065921,Fashion,Tablet,South America,0,0,36,522,0
TXN19518,70.29845103721483,Gaming,Desktop,Asia,1,0,29,167,1
TXN19519,323.3886194910331,Electronics,Tablet,Europe,1,1,49,1186,0
TXN19520,257.9372223046886,Grocery,Mobile-Android,North America,0,0,79,3543,0
TXN19521,220.672812925071,Travel,Desktop,Africa,0,0,78,916,0
TXN19522,43.847031208317695,Electronics,Desktop,South America,0,0,21,2892,0
TXN19523,143.89574428818935,Travel,Tablet,Europe,1,0,20,2657,0
TXN19524,220.60074477928865,Grocery,Mobile-iOS,North America,0,0,27,712,0
TXN19525,387.6866294696792,Electronics,Desktop,Africa,2,1,70,833,0
TXN19526,290.01505449276596,Gaming,Mobile-iOS,Asia,2,0,71,106,0
